Cliente;Material;Tipo material;Texto breve de material;Nombre Fabricante;Numero Pieza de Fabricante;Centro área pl.nec.;Almacén;Caract.planif.nec.;Punto de pedido;Stock alm.máx.;Grupo de compras;Denominación GrpComp;Rubro;SubRubro;Unidad de peso;TIPO DOC;ESTADO ITEM;NRO. VA01/VA21;NRO. OC;FECHA RECEPCION;FECHA PICKING;FECHA CONTABILIZACION VL;FECHA ENTREGA ESPERADA;FECHA DE EMISION NECESIDAD;GRUPO DE COMPRA OC;NRO. SOLPED
00379 – VELADERO FASE 8C;1021970;ZSTO;CABLE HDMI 3METROS;;CABLE CON AMBAS FICHAS HDMI MACHO DE 3 M;MM01;379;V1;2;5;C05;INFORMÁT.-HARDWARE;INSUMOS;INFORMATICA;KG;ZPAS;EMBALADO;1000093188;;;11/8/2026;;5/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1026078;ZSTO;LAMPARA 12V-H11 55W X UN;;12V-H11 55W-PHILIPS-OSRAM;MM01;379;V1;20;50;C03;EQUIPOS;REPUESTOS;LAMPARAS;KG;ZPAS;EMBALADO PARCIAL;1000093188;;;11/8/2026;;5/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001702;ZSTO;GUANTE SOLDADOR COSTURA KEVLAR;;;MM01;379;V1;10;20;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;GUANTE;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1026806;ZSTO;PILA ALCALINA AAA x UN;;ENERGIZER/DURACELL (MÚLT. 4U);MM01;379;V1;50;150;C05;INFORMÁT.-HARDWARE;INSUMOS;LIBRERIA;KG;ZPAS;EMBALADO;1000093188;;;3/9/2026;;5/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1027035;ZSTO;PICO DE GRASERA LINCOLN;LINCOLN;LINCOLN 5845;MM01;379;V1;10;20;C13;FERRETERÍA MM01;REPUESTO;?;KG;ZPAS;EMBALADO PARCIAL;1000093188;;;11/8/2026;;5/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1041396;ZSTO;FARO LED 9V 36 LUXLED XUN;;8010ES CONCETRA/SPOT;MM01;379;V1;10;20;C11;ELECTRICIDAD;REPUESTOS;ACCESORIOS;KG;ZPAS;SIN TRATAMIENTO;1000093188;;;;;5/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001706;ZSTO;GUANTE LATEX USO MEDICINAL CAJA X 100 UN;;;MM01;379;V1;5;10;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;GUANTE;KG;ZPAS;EMBALADO;1000093190;;;26/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1015814;ZSSD;LOCTITE 277 TORQUE ALTO X 50GS;;;MM01;379;V1;5;10;C13;FERRETERÍA MM01;FERRETERIA;ADHESIVOS;KG;ZPAN;EMBALADO;1000093189;4500135487;22/8/2026;24/8/2026;;5/9/2026;5/8/2026;C13;10156660
00379 – VELADERO FASE 8C;1001708;ZSTO;GUANTE POLIAMIDA LAMINADO PALMAPU-TALLE9;;MÚLT. 12U;MM01;379;V1;350;600;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;GUANTE;KG;ZPAS;EMBALADO;1000093190;;;28/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1015866;ZSSD;TRAPO DE PISO X UN;;;MM01;379;V1;10;20;C17;INSUMOS A;LIMPIEZA;INSUMOS;KG;ZPAN;EMBALADO;1000093189;4500135765;22/8/2026;24/8/2026;;5/9/2026;5/8/2026;C17;10156660
00379 – VELADERO FASE 8C;1016027;ZSCD;"TALONARIO REMITO ""R"" CUADRUPLICADO X 25H";;;MM01;379;V1;3;5;C17;INSUMOS A;LIBRERIA;TALONARIOS;KG;ZPAN;ADJUDICADO;1000093189;4500137659;;;;5/9/2026;5/8/2026;C17;10156660
00379 – VELADERO FASE 8C;1017032;ZSSD;BORRADOR PIZARRA BLANCA;;;MM01;379;V1;5;10;C17;INSUMOS A;LIBRERIA;LIBRERIA;KG;ZPAN;EMBALADO;1000093189;4500135687;22/8/2026;24/8/2026;;5/9/2026;5/8/2026;C17;10156660
00379 – VELADERO FASE 8C;1017061;ZSSD;PIZARRA BLANCA MARCO ALUMINIO 75X100CM;;;MM01;379;V1;1;5;C17;INSUMOS A;LIBRERIA;LIBRERIA;KG;ZPAN;PICKEADO;1000093189;4500135697;31/8/2026;1/9/2026;;5/9/2026;5/8/2026;C17;10156660
00379 – VELADERO FASE 8C;1001718;ZSTO;RODILLERA SOLDADOR;;;MM01;379;V1;30;50;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;ACCESORIO SEGURIDAD;KG;ZPAS;EMBALADO;1000093190;;;28/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1027576;ZSSD;PAVA ELECTRICA 2 LTS;;;MM01;379;V1;3;8;C19;ARQ./AMOBLAMIENTO;AMOBLAMIENTO;INSUMOS;KG;ZPAN;EMBALADO;1000093189;4500135612;22/8/2026;24/8/2026;;5/9/2026;5/8/2026;C19;10156660
00379 – VELADERO FASE 8C;1016954;ZSSD;TANZA 0.80MM -COLOR ROJO- XROLLO;;;MM01;379;V1;1;3;C13;FERRETERÍA MM01;FERRETERIA;ACCESORIOS;KG;ZPAN;EMBALADO;1000093189;4500135470;28/8/2026;28/8/2026;;5/9/2026;5/8/2026;C13;10156660
00379 – VELADERO FASE 8C;1001720;ZSTO;SEMIMASCARA;3M;6200;MM01;379;V1;50;100;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;ACCESORIO SEGURIDAD;KG;ZPAS;EMBALADO;1000093190;;;24/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001727;ZSTO;PROTECTOR AUDITIVO COPA P/CASCO;LIBUS // 3M // MSA // STEELPRO //;L300 // PELTOR X4P3E // LEFT/RIGHT CAP MOUNTED // CM-502 CASCO // DEPASCALE-NRR23 VERISHIELD VS110DH;MM01;379;V1;5;10;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;ACCESORIO SEGURIDAD;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001738;ZSTO;GRILLETE 7/8   8,5TONELADASC CERTIFICADO;;;MM01;379;V1;3;5;C13;FERRETERÍA MM01;SEGURIDAD;LOGISTICA;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001771;ZSTO;GRILLETECORAZON6,5TONELADASC CERTIFICADO;;;MM01;379;V1;3;5;C13;FERRETERÍA MM01;SEGURIDAD;SERVICIOS GENERALES;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001773;ZSTO;CHALECOMICROPERFAMARILLOCONREFLECTIVO;;;MM01;379;V1;100;200;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001776;ZSTO;ESLINGA SINTETICA 3MTS 3TN CERTIFICADA;;;MM01;379;V1;3;6;C13;FERRETERÍA MM01;SEGURIDAD;LOGISTICA;KG;ZPAS;EMBALADO;1000093190;;;28/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001777;ZSTO;ESLINGA SINTETICA 6MTS 4TN CERTIFICADA;;;MM01;379;V1;3;6;C13;FERRETERÍA MM01;SEGURIDAD;SERVICIOS GENERALES;KG;ZPAS;EMBALADO;1000093190;;;28/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001778;ZSTO;YERBA MATE X 500GRS X UN;;;MM01;379;V1;200;400;C17;INSUMOS A;ALIMENTOS;?;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001784;ZSTO;ACEITE  HY GARD X 209L;JOHN DEERE;HY GARD;MM01;379;V1;1;2;L01;ACEITES;LUBRICANTES;ACEITES;KG;ZPAS;EMBALADO;1000093318;;;14/8/2026;;5/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001786;ZSTO;ACEITE ISO 46 HIDRAULICO  X 205L;YPF S.A. // YPF S.A.;BP46 // 135392;MM01;379;V1;5;10;L01;ACEITES;LUBRICANTES;ACEITES;KG;ZPAS;SIN TRATAMIENTO;1000093322;;;;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001790;ZSTO;ACEITE 15W40  X 205L;YPF S.A. // YPF S.A. // EXXON MOBI // CATERPILLA // SHELL PLC. // VOLVO MAQU;EXTRAVIDA XV300 // 189292 // DELVAC MX 15W40 APICI4 // DEO 15W40 // R4 15W40 APICI4 ACEAE5E7 // VDS3;MM01;379;V1;10;30;L01;ACEITES;LUBRICANTES;ACEITES;KG;ZPAS;PICKEADO PARCIAL;1000093322;;;4/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001853;ZSTO;PENDRIVE 32 GB;;MARCA: SANDISK,KINGSTON,LEXAR;MM01;379;V1;5;10;C05;INFORMÁT.-HARDWARE;INFORMATICA;HARDWARE;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001854;ZSTO;PILAS RECARGABLES AA SUELTA X UNIDAD;;;MM01;379;V1;20;50;C05;INFORMÁT.-HARDWARE;INFORMATICA;HARDWARE;KG;ZPAS;EMBALADO PARCIAL;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001798;ZSTO;ACEITE HIDRAULICO X 20 LTS;TOTAL;AZOLLA32;MM01;379;V1;1;2;L01;ACEITES;LUBRICANTES;ACEITES;KG;ZPAS;EMBALADO;1000093322;;;3/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001858;ZSTO;PILAS RECARGABLES AAA SUELTA X UNIDAD;;MÚLT. 4U;MM01;379;V1;20;50;C05;INFORMÁT.-HARDWARE;INFORMATICA;HARDWARE;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001861;ZSTO;TALONARIOREMITO R CUADRUPLICADOX25H.;;;MM01;379;V1;5;10;C17;INSUMOS A;LIBRERIA;TALONARIOS;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001862;ZSTO;TALONARIO REMITO X TRIPLICADO X 25 H.;;;MM01;379;V1;5;10;C17;INSUMOS A;LIBRERIA;TALONARIOS;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001866;ZSTO;MARCADOR INDUSTRIAL-NEGROXUN;UNIPAINT;MÚLT. 10U;MM01;379;V1;100;250;C17;INSUMOS A;LIBRERIA;ESCRITURA;KG;ZPAS;EMBALADO PARCIAL;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001812;ZSTO;REFRIGERANTE ANTICONG. X20 LT;YPF S.A. // YPF S.A.;KRIOX 3 INORGANICO // 185280;MM01;379;V1;5;10;L02;FLUIDOS;LUBRICANTES;ADITIVOS;KG;ZPAS;SIN TRATAMIENTO;1000093322;;;;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001867;ZSTO;MARCADOR INDUSTRIAL-BLANCOXUN;UNIPAINT;MÚLT. 10U;MM01;379;V1;100;250;C17;INSUMOS A;LIBRERIA;ESCRITURA;KG;ZPAS;EMBALADO PARCIAL;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001814;ZSTO;LIQUIDO FRENO X1LT;WAGNER;;MM01;379;V1;12;24;L02;FLUIDOS;LUBRICANTES;ADITIVOS;KG;ZPAS;PICKEADO PARCIAL;1000093322;;;4/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001869;ZSTO;MARCADORINDUSTRIAL-AMARILLOXUN;UNIPAINT;MÚLT. 10U;MM01;379;V1;50;150;C17;INSUMOS A;LIBRERIA;ESCRITURA;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001815;ZSTO;AGUA DESMINERALIZADA X 20L;;;MM01;379;V1;11;22;L02;FLUIDOS;LUBRICANTES;ADITIVOS;KG;ZPAS;SIN TRATAMIENTO;1000093322;;;;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001870;ZSTO;FILMSTRECHAUTOMATICOXBOBINAx12KG;;MEDIDAS 0,50X100METROS;MM01;379;V1;5;10;C17;INSUMOS A;LIBRERIA;CINTAS ADHESIVAS;KG;ZPAS;EMBALADO;1000093190;;;28/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001871;ZSTO;RESMA DE HOJA A4 70GR. X UN;;;MM01;379;V1;30;60;C17;INSUMOS A;LIBRERIA;PAPEL;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001876;ZSTO;CINTA EMBALAR TRANSPARENTE 48MM X 100 MT;SCOTCH;;MM01;379;V1;10;30;C17;INSUMOS A;LIBRERIA;CINTAS ADHESIVAS;KG;ZPAS;EMBALADO;1000093190;;;3/9/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001823;ZSTO;ACEITE F50 5W40 X 20 L;ELAION // YPF S.A. // ELAION;F50 5W40 // 151792 // FS540;MM01;379;V1;11;22;L01;ACEITES;LUBRICANTES;AMAROK-HILUX;KG;ZPAS;EMBALADO;1000093322;;;3/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001877;ZSTO;CINTA EMBALAR MARRON 48MM X 100 MT;;;MM01;379;V1;10;30;C17;INSUMOS A;LIBRERIA;CINTAS ADHESIVAS;KG;ZPAS;EMBALADO;1000093190;;;3/9/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001827;ZSTO;CUBIERTA 12.00 R20 FG85 (lineal);PIRELLI NE // MICHELIN A // GOOD YEAR;FG85 // XZY3 // G686MSS;MM01;379;V1;5;10;C48;CUBIERTAS CAMIONES;CUBIERTAS;IVECO TRAKKER;KG;ZPAS;EMBALADO;1000093318;;;20/8/2026;;5/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001878;ZSTO;CINTA DE ENMASCARAR 48MM X ROLLO;SCOTCH;;MM01;379;V1;10;30;C17;INSUMOS A;LIBRERIA;CINTAS ADHESIVAS;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001828;ZSTO;CUBIERTA 12.00 R20 TG85 (TRACCION);PIRELLI NE // GOOD YEAR // MICHELIN A // GOOD YEAR // GOOD YEAR // GOOD YEAR;TG85 // G677OTR // XDY // G677 // G677MSD. // G-677 MSD;MM01;379;V1;10;20;C48;CUBIERTAS CAMIONES;CUBIERTAS;CUBIERTAS;KG;ZPAS;EMBALADO PARCIAL;1000093318;;;12/8/2026;;5/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001879;ZSTO;CINTA DE ENMASCARAR 24 MM XROLLO;;;MM01;379;V1;10;30;C17;INSUMOS A;LIBRERIA;CINTAS ADHESIVAS;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001834;ZSTO;CUBIERTA 265 65 17 DUELER A T 693;BRIDGESTON // PIRELLI NE // BRIDGESTON // PIRELLI NE // GOOD YEAR;DUELER A T 693 // SCORPION ATR // AT REVO 2 // S MTR // WRANGLER WORKHORSE;MM01;379;V1;20;40;C47;CUBIERTAS AUTOMOTR;CUBIERTAS;hilux hasta 2016;KG;ZPAS;EMBALADO;1000093318;;;12/8/2026;;5/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001885;ZSTO;BOLSAS RESIDUOS XUN 102X130 VERDE;;;MM01;379;V1;800;1500;C17;INSUMOS A;LIMPIEZA;LIMPIEZA /SEGURIDAD;KG;ZPAS;EMBALADO;1000093190;;;28/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001837;ZSTO;CUBIERTA 12-16.5;GOOD YEAR // MICHELIN A // GOOD YEAR // PIRELLI NE // TITAN ARGE;12165NHS // BIBSTEEL-HARD-SURFACE // IT323 // PN16 // NHS IT 323  10PR;MM01;379;V1;1;2;C49;CUBIERTAS INDUSTRI;CUBIERTAS;JD 310;KG;ZPAS;EMBALADO;1000093318;;;12/8/2026;;5/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001888;ZSTO;BOLSAS RESIDUOS XUN 102X130 NEGRA;;;MM01;379;V1;200;400;C17;INSUMOS A;LIMPIEZA;LIMPIEZA /SEGURIDAD;KG;ZPAS;EMBALADO PARCIAL;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001841;ZSTO;CAMARA 12.00 R20;;MARCA DONGAH // MARCA PIRELLI;MM01;379;V1;20;36;C52;CAMARAS;CUBIERTAS;CUBIERTAS;KG;ZPAS;EMBALADO;1000093322;;;27/8/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001891;ZSTO;PANOABSORVENTE PARAHIDROCARBUROXPAQ100;;;MM01;379;V1;10;20;C17;INSUMOS A;LIMPIEZA;MANTENIMIENTO TALLER;KG;ZPAS;EMBALADO;1000093190;;;28/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001842;ZSTO;PROTECTOR P CAMARA 12.00;;;MM01;379;V1;10;20;C52;CAMARAS;CUBIERTAS;CUBIERTAS;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;27/8/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001892;ZSTO;BOLSAS RESIDUOS XUN 102X130ROJA100MICXUN;;;MM01;379;V1;400;800;C17;INSUMOS A;LIMPIEZA;LIMPIEZA /SEGURIDAD;KG;ZPAS;EMBALADO;1000093190;;;28/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001843;ZSTO;CUBIERTA 10-16.5;PIRELLI NE // BOBCAT // TITAN ARGE // GOOD YEAR //;PN16 // HEAVY DUTY // IT 323 10RP TL // IT 323 // TITAN HD2000 10T;MM01;379;V1;1;2;C49;CUBIERTAS INDUSTRI;CUBIERTAS;BOBCAT;KG;ZPAS;PICKEADO;1000093318;;;3/9/2026;;5/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001893;ZSTO;BOLSARESIDUPLASTICA60X90NEGRAXROLLOX10UN;;;MM01;379;V1;20;50;C17;INSUMOS A;LIMPIEZA;BOLSAS;KG;ZPAS;EMBALADO;1000093190;;;3/9/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001845;ZSTO;CUBIERTA 400 80-24 20 PR162A8 18TELY4750;MICHELIN A // FIRESTONE // SAMSON MAC // BALKRISHNA // CAMSO USA;POWERCL(15,5/80/R24) // S8000 // 400/80 R24 TL IND R-4E // 400/80-24 BKT MP522 RAD // 400/80-24 TM R4 20 PR TL;MM01;379;V1;1;2;C49;CUBIERTAS INDUSTRI;CUBIERTAS;HAULOTTE HTL 4014 - HTL 4017;KG;ZPAS;EMBALADO;1000093318;;;12/8/2026;;5/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1001895;ZSTO;ALCOHOL LIQUIDO X LITRO;;;MM01;379;V1;50;100;C17;INSUMOS A;LIMPIEZA;ALCOHOL LIQUIDO;KG;ZPAS;EMBALADO;1000093190;;;25/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001902;ZSTO;PERFUMINA X 5 LTS;;;MM01;379;V1;5;10;C17;INSUMOS A;LIMPIEZA;INSUMOS;KG;ZPAS;EMBALADO;1000093190;;;3/9/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001905;ZSTO;DESODORANTE AEROSOL X360CM3;;;MM01;379;V1;20;50;C17;INSUMOS A;LIMPIEZA;INSUMOS;KG;ZPAS;EMBALADO PARCIAL;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001909;ZSTO;LUSTRAMUEBLES X360ML;;;MM01;379;V1;50;150;C17;INSUMOS A;LIMPIEZA;INSUMOS;KG;ZPAS;EMBALADO;1000093190;;;3/9/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001915;ZSTO;REJILLA DE COCINA;;;MM01;379;V1;50;150;C17;INSUMOS A;LIMPIEZA;INSUMOS;KG;ZPAS;EMBALADO;1000093190;;;3/9/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001916;ZSTO;FRANELA;;;MM01;379;V1;5;150;C17;INSUMOS A;LIMPIEZA;INSUMOS;KG;ZPAS;SIN TRATAMIENTO;1000093190;;;;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001927;ZSTO;DISCO CORTE 178X1.6X22 SECUR EXTRA  x UN;TYROLIT;178X16X222;MM01;379;V1;50;100;C13;FERRETERÍA MM01;FERRETERIA;ABRASIVOS/DISCOS;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001929;ZSTO;DISCO 178X4,8X22,23TYROLIT OASECUR XUN;TYROLIT;178X48X222;MM01;379;V1;25;50;C13;FERRETERÍA MM01;FERRETERIA;ABRASIVOS/DISCOS;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001930;ZSTO;DISCO C D O A 178X7.0X22.2 SECUR x UN;TYROLIT;178X70X222;MM01;379;V1;25;50;C13;FERRETERÍA MM01;FERRETERIA;ABRASIVOS/DISCOS;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001933;ZSTO;DISCO 114x1,6x222 REFORZADO x UN;TYROLIT;114X16X222;MM01;379;V1;100;200;C13;FERRETERÍA MM01;FERRETERIA;ABRASIVOS/DISCOS;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001934;ZSTO;DISCO C D O A 114X4.8X22.2 SECUR x UN;TYROLIT;114X48X222;MM01;379;V1;25;50;C13;FERRETERÍA MM01;FERRETERIA;ABRASIVOS/DISCOS;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001943;ZSTO;ADHESIVO CIANO 20 G XUN;CIANO;;MM01;379;V1;15;30;C13;FERRETERÍA MM01;FERRETERIA;ADHESIVOS;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001949;ZSTO;CANDADO 30MM XUN;;;MM01;379;V1;20;40;C13;FERRETERÍA MM01;FERRETERIA;ACCESORIOS;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001952;ZSTO;TRAPO LIMPIO (BOLSAX10KG) XUN;;MÚLT. 10 KG;MM01;379;V1;10;20;C13;FERRETERÍA MM01;FERRETERIA;ACCESORIOS;KG;ZPAS;EMBALADO PARCIAL;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001960;ZSTO;CINTA AISLADORA AMARILLO X10MT;;;MM01;379;V1;15;50;C13;FERRETERÍA MM01;FERRETERIA;INSUMOS;KG;ZPAS;EMBALADO PARCIAL;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001961;ZSTO;CINTA AISLADORA NEGRA X10MT;;;MM01;379;V1;15;50;C13;FERRETERÍA MM01;FERRETERIA;INSUMOS;KG;ZPAS;EMBALADO;1000093190;;;3/9/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001962;ZSTO;CINTA AISLADORA ROJA X10MT;;;MM01;379;V1;15;50;C13;FERRETERÍA MM01;FERRETERIA;INSUMOS;KG;ZPAS;EMBALADO PARCIAL;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001963;ZSTO;CINTA AISLADORA VERDE X10MT;;;MM01;379;V1;15;50;C13;FERRETERÍA MM01;FERRETERIA;INSUMOS;KG;ZPAS;EMBALADO PARCIAL;1000093190;;;26/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001964;ZSTO;CINTA AISLADORA BLANCA;;;MM01;379;V1;15;50;C13;FERRETERÍA MM01;FERRETERIA;INSUMOS;KG;ZPAS;EMBALADO PARCIAL;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001968;ZSTO;ESMALTE SINT. AEROSOL AMARILLO X440CC;;KUWAIT-SINTEPLAST;MM01;379;V1;50;100;C22;INSUMOS C;PINTURAS;PINTURA AEROSOL;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001969;ZSTO;ESMALTE SINT. AEROSOL BLANCO X440CC;;KUWAIT-SINTEPLAST;MM01;379;V1;100;200;C22;INSUMOS C;PINTURAS;PINTURA AEROSOL;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001970;ZSTO;ESMALTE SINT. AEROSOL NEGRO X440CC;;KUWAIT-SINTEPLAST;MM01;379;V1;50;100;C22;INSUMOS C;PINTURAS;PINTURA AEROSOL;KG;ZPAS;EMBALADO PARCIAL;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001971;ZSTO;ESMALTE SINT. AEROSOL ROJO X 440CC;;KUWAIT-SINTEPLAST;MM01;379;V1;150;250;C22;INSUMOS C;PINTURAS;PINTURA AEROSOL;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001972;ZSTO;ESMALTE SINT. AEROSOL VERDE X440CC;;KUWAIT-SINTEPLAST;MM01;379;V1;20;50;C22;INSUMOS C;PINTURAS;PINTURA AEROSOL;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001973;ZSTO;ESMALTE SINT. AEROSOL AZUL X440CC;;KUWAIT-SINTEPLAST;MM01;379;V1;30;50;C22;INSUMOS C;PINTURAS;PINTURA AEROSOL;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001984;ZSTO;CARETA PARA SOLDADOR X UN;;;MM01;379;V1;2;4;C13;FERRETERÍA MM01;SOLDADURA;ACCESORIOS;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
00379 – VELADERO FASE 8C;1001987;ZSTO;ELECTRODO 3,25 MM X KG;CONARCO;AWS6010;MM01;379;V1;10;30;C13;FERRETERÍA MM01;SOLDADURA;ELECTRODOS;KG;ZPAS;EMBALADO;1000093190;;;27/8/2026;;15/9/2026;5/8/2026;;
